Urdu,Roman_Urdu
مجھے تو اجل کی ہے آرزو اسے وہم ہے کہ یہ مر گیا,mujhe to ajal k hai aarz use vahm hai ki ye mar gay
تجھے اے خطیب چمن نہیں خبر اپنے خطبۂ شوق میں,tujhe ai hatbechaman nah habar apne hutbaeshauq me
کہ کتاب گل کا ورق ورق تری بے خودی سے بکھر گیا,ki kitbegul k varaq varaq tir behud se bikhar gay
کسے تو سناتا ہے ہم نشیں کہ ہے عشوۂ دشمن عقل و دیں,kise t sunt hai hamnash ki hai ishvaedushmaneaqlod
ترے کہنے کا ہے مجھے یقیں میں ترے ڈرانے سے ڈر گیا,tire kahne k hai mujhe yaq mai tire darne se dar gay
کروں ذکر کیا میں شباب کا سنے کون قصہ یہ خواب کا,kar zikr ky mai shabb k sune kaun qissa ye hvb k
یہ وہ رات تھی کہ گزر گئی یہ وہ نشہ تھا کہ اتر گیا,ye vo raat th ki guzar ga ye vo nashsha th ki utar gay
دل ناتواں کو تکان ہو مجھے اس کی تاب نہ تھی ذرا,dilentav ko takn ho mujhe us k taab na th zar
غم انتظار سے بچ گیا تھا نوید وصل سے مر گیا,hameintizr se bach gay th navedevasl se mar gay
مرے صبر و تاب کے سامنے نہ ہجوم خوف و رجا رہا,mire sabrotb ke smne na hujmehauforaj rah
وہ چمک کے برق رہ گئی وہ گرج کے ابر گزر گیا,vo chamak ke barq rah ga vo garaj ke abr guzar gay
مجھے بحر غم سے عبور کی نہیں فکر اے مرے چارہ گر,mujhe bahreham se ubuur k nah fikr ai mire chragar
نہیں کوئی چارہ کار اب مرے سر سے آب گزر گیا,nah ko chrakr ab mire sar se aab guzar gay
مجھے راز عشق کے ضبط میں جو مزہ ملا ہے نہ پوچھیے,mujhe rzeishq ke zabt me jo maza mil hai na pchhiye
مے انگبیں کا یہ گھونٹ تھا کہ گلے سے میرے اتر گیا,maieagb k ye ght th ki gale se mere utar gay
نہیں اب جہان میں دوستی کبھی راستے میں جو مل گئے,nah ab jahn me dost kabh rste me jo mil gae
نہیں مطلب ایک کو ایک سے یہ ادھر چلا وہ ادھر گیا,nah matlab ek ko ek se ye idhar chal vo udhar gay
اگر آ کے غصہ نہیں رہا تو لگی تھی آگ کہ بجھ گئی,agar aa ke hussa nah rah to lag th aag ki bujh ga
جو حسد کا جوش فرو ہوا تو یہ زہر چڑھ کے اتر گیا,jo hasad k josh faro hu to ye zahr chah ke utar gay
تجھے نظمؔ وادئ شوق میں عبث احتیاط ہے اس قدر,tujhe nazm vdieshauq me abas ehtiyt hai is qadar
کہیں گرتے گرتے سنبھل گیا کہیں چلتے چلتے ٹھہر گیا,kah girte girte sambhal gay kah chalte chalte thahar gay
یوں میں سیدھا گیا وحشت میں بیاباں کی طرف,yuu mai sdh gay vahshat me bayb k taraf
ہاتھ جس طرح سے آتا ہے گریباں کی طرف,haath jis tarah se aat hai gareb k taraf
بیٹھے بیٹھے دل غمگیں کو یہ کیا لہر آئی,baithe baithe dilehamgh ko ye ky lahr aa
اٹھ کے طوفان چلا دیدۂ گریاں کی طرف,uth ke tfn chal ddaegiry k taraf
دیکھنا لالۂ خود رو کا لہکنا ساقی,dekhn llaehudrav k lahakn saaq
کوہ سے دوڑ گئی آگ بیاباں کی طرف,koh se dau ga aag bayb k taraf
رو دیا دیکھ کے اکثر میں بہار شبنم,ro diy dekh ke aksar mai bahreshabnam
ہنس دیا دیکھ کے اکثر گل خنداں کی طرف,has diy dekh ke aksar gulehand k taraf
بات چھپتی نہیں پڑتی ہیں نگاہیں سب کی,baat chhupt nah pat hai nighe sab k
اس کے دامن کی طرف میرے گریباں کی طرف,us ke dman k taraf mere gareb k taraf
سیکڑوں داغ گنہ دھو گئے رحمت سے تری,saiko dhegunah dho gae rahmat se tir
کیا گھٹا جھوم کے آئی تھی گلستاں کی طرف,ky ghat jhuum ke aa th gulist k taraf
چشم آئینہ پریشاں نظری سیکھ گئی,chashmena pareshnazar siikh ga
دیکھتا تھا یہ بہت زلف پریشاں کی طرف,dekht th ye bahut zulfeparesh k taraf
سر جھکائے ہوئے ہے نظمؔ بسان خامہ,sar jhuke hue hai nazm basnehma
سمت سجدے کی ہے تیری خط فرماں کی طرف,samt sajde k hai ter hatefarm k taraf
یوں تو نہ تیرے جسم میں ہیں زینہار ہاتھ,yuu to na tere jism me hai znhr haath
دینے کے اے کریم مگر ہیں ہزار ہاتھ,dene ke ai karm magar hai hazr haath
انگڑائیوں میں پھیلتے ہیں بار بار ہاتھ,agiyo me phailte hai baar baar haath
شیشہ کی سمت بڑھتے ہیں بے اختیار ہاتھ,shsha k samt bahte hai beihtiyr haath
ڈوبے ہیں ترک سعی سے افسوس تو یہ ہے,duube hai tarkesai se afsos to ye hai
ساحل تھا ہاتھ بھر پہ لگاتے جو چار ہاتھ,shil th haath bhar pe lagte jo chaar haath
آتی ہے جب نسیم تو کہتی ہے موج بحر,aat hai jab nasm to kaht hai maujebahr
یوں آبرو سمیٹ اگر ہوں ہزار ہاتھ,yuu aabr samet agar ho hazr haath
درپئے ہیں میرے قتل کے احباب اور میں,darpai hai mere qatl ke ahbb aur mai
خوش ہوں کہ میرے خون میں رنگتے ہیں یار ہاتھ,hush huu ki mere huun me ragte hai yaar haath
دامن کشاں چلی ہے بدن سے نکل کے روح,dmankash chal hai badan se nikal ke ruuh
کھنچتے ہیں پھیلتے ہیں جو یوں بار بار ہاتھ,khichte hai phailte hai jo yuu baar baar haath
مٹتا نہیں نوشتۂ قسمت کسی طرح,mitt nah navishtaeqismat kis tarah
پتھر سے سر کو پھوڑ کہ زانو پہ مار ہاتھ,patthar se sar ko pho ki zaan pe maar haath
ساقی سنبھالنا کہ ہے لبریز جام مے,saaq sambhln ki hai labrez jmemai
لغزش ہے میرے پاؤں میں اور رعشہ دار ہاتھ,lahzish hai mere paav me aur raashadr haath
مطرب سے پوچھ مسئلہ جبر و اختیار,mutrib se pchh masalaejabroihtiyr
کیا تال سم پہ اٹھتے ہیں بے اختیار ہاتھ,ky taal sam pe uthte hai beihtiyr haath
میں اور ہوں علائق دنیا کے دام میں,mai aur huu aleqeduniy ke daam me
میرا نہ ایک ہاتھ نہ اس کے ہزار ہاتھ,mer na ek haath na us ke hazr haath
اے نظمؔ وصل میں بھی رہا تو نہ چین سے,ai nazm vasl me bh rah t na chain se
دل کو ہوا قرار تو ہے بے قرار ہاتھ,dil ko hu qarr to hai beqarr haath
آئے گا کوئی چل کے خزاں سے بہار میں,aaeg ko chal ke hiz se bahr me
صدیاں گزر گئی ہیں اسی انتظار میں,sadiy guzar ga hai is intizr me
چھڑتے ہی ساز بزم میں کوئی نہ تھا کہیں,chhite h szebazm me ko na th kah
وہ کون تھا جو بول رہا تھا ستار میں,vo kaun th jo bol rah th sitr me
یہ اور بات ہے کوئی مہکے کوئی چبھے,ye aur baat hai ko mahke ko chubhe
گلشن تو جتنا گل میں ہے اتنا ہے خار میں,gulshan to jitn gul me hai utn hai haar me
اپنی طرح سے دنیا بدلنے کے واسطے,apn tarah se duniy badalne ke vste
میرا ہی ایک گھر ہے مرے اختیار میں,mer h ek ghar hai mire ihtiyr me
تشنہ لبی نے ریت کو دریا بنا دیا,tishnalab ne ret ko dariy ban diy
پانی کہاں تھا ورنہ کسی ریگ زار میں,paan kah th varna kis regzr me
مصروف گورکن کو بھی شاید پتہ نہیں,masrf gorkan ko bh shyad pata nah
وہ خود کھڑا ہوا ہے قضا کی قطار میں,vo hud kha hu hai qaz k qatr me
آج ذرا فرصت پائی تھی آج اسے پھر یاد کیا,aaj zar fursat paa th aaj use phir yaad kiy
بند گلی کے آخری گھر کو کھول کے پھر آباد کیا,band gal ke hir ghar ko khol ke phir bd kiy
کھول کے کھڑکی چاند ہنسا پھر چاند نے دونوں ہاتھوں سے,khol ke khik chd has phir chd ne dono htho se
رنگ اڑائے پھول کھلائے چڑیوں کو آزاد کیا,rag uaae phuul khile chiiyo ko zd kiy
بڑے بڑے غم کھڑے ہوئے تھے رستہ روکے راہوں میں,bae bae ham khae hue the rasta roke rho me
چھوٹی چھوٹی خوشیوں سے ہی ہم نے دل کو شاد کیا,chhot chhot hushiyo se h ham ne dil ko shaad kiy
بات بہت معمولی سی تھی الجھ گئی تکراروں میں,baat bahut maaml s th ulajh ga takrro me
ایک ذرا سی ضد نے آخر دونوں کو برباد کیا,ek zar s zid ne hir dono ko barbd kiy
داناؤں کی بات نہ مانی کام آئی نادانی ہی,dno k baat na maan kaam aa ndn h
سنا ہوا کو پڑھا ندی کو موسم کو استاد کیا,sun hav ko pah nad ko mausam ko ustd kiy
آنی جانی ہر محبت ہے چلو یوں ہی سہی,aan jaan har mohabbat hai chalo yuu h sah
جب تلک ہے خوبصورت ہے چلو یوں ہی سہی,jab talak hai hbsrat hai chalo yuu h sah
ہم کہاں کے دیوتا ہیں بے وفا وہ ہیں تو کیا,ham kah ke devt hai bevaf vo hai to ky
گھر میں کوئی گھر کی زینت ہے چلو یوں ہی سہی,ghar me ko ghar k znat hai chalo yuu h sah
وہ نہیں تو کوئی تو ہوگا کہیں اس کی طرح,vo nah to ko to hog kah us k tarah
جسم میں جب تک حرارت ہے چلو یوں ہی سہی,jism me jab tak harrat hai chalo yuu h sah
میلے ہو جاتے ہیں رشتے بھی لباسوں کی طرح,maile ho jaate hai rishte bh libso k tarah
دوستی ہر دن کی محنت ہے چلو یوں ہی سہی,dost har din k mehnat hai chalo yuu h sah
بھول تھی اپنی فرشتہ آدمی میں ڈھونڈنا,bhuul th apn farishta aadm me dhdn
آدمی میں آدمیت ہے چلو یوں ہی سہی,aadm me damiyyat hai chalo yuu h sah
جیسی ہونی چاہئے تھی ویسی تو دنیا نہیں,jais hon chhiye th vais to duniy nah
دنیا داری بھی ضرورت ہے چلو یوں ہی سہی,duniydr bh zarrat hai chalo yuu h sah
اب خوشی ہے نہ کوئی درد رلانے والا,ab hush hai na ko dard rulne vaal
ہم نے اپنا لیا ہر رنگ زمانے والا,ham ne apn liy har rag zamne vaal
ایک بے چہرہ سی امید ہے چہرہ چہرہ,ek bechehra s ummd hai chehra chehra
جس طرف دیکھیے آنے کو ہے آنے والا,jis taraf dekhiye aane ko hai aane vaal
اس کو رخصت تو کیا تھا مجھے معلوم نہ تھا,us ko ruhsat to kiy th mujhe maalm na th
سارا گھر لے گیا گھر چھوڑ کے جانے والا,saar ghar le gay ghar chho ke jaane vaal
دور کے چاند کو ڈھونڈو نہ کسی آنچل میں,duur ke chd ko dhdo na kis chal me
یہ اجالا نہیں آنگن میں سمانے والا,ye ujl nah gan me samne vaal
اک مسافر کے سفر جیسی ہے سب کی دنیا,ik musfir ke safar jais hai sab k duniy
کوئی جلدی میں کوئی دیر سے جانے والا,ko jald me ko der se jaane vaal
اچھی نہیں یہ خامشی شکوہ کرو گلہ کرو,achchh nah ye hmush shikva karo gila karo
یوں بھی نہ کر سکو تو پھر گھر میں خدا خدا کرو,yuu bh na kar sako to phir ghar me hud hud karo
شہرت بھی اس کے ساتھ ہے دولت بھی اس کے ہاتھ ہے,shohrat bh us ke saath hai daulat bh us ke haath hai
خود سے بھی وہ ملے کبھی اس کے لیے دعا کرو,hud se bh vo mile kabh us ke liye du karo
دیکھو یہ شہر ہے عجب دل بھی نہیں ہے کم غضب,dekho ye shahr hai ajab dil bh nah hai kam hazab
شام کو گھر جو آؤں میں تھوڑا سا سج لیا کرو,shaam ko ghar jo aauu mai tho s saj liy karo
دل میں جسے بساؤ تم چاند اسے بناؤ تم,dil me jise baso tum chd use bano tum
وہ جو کہے پڑھا کرو جو نہ کہے سنا کرو,vo jo kahe pah karo jo na kahe sun karo
میری نشست پہ بھی کل آئے گا کوئی دوسرا,mer nashist pe bh kal aaeg ko dsr
تم بھی بنا کے راستہ میرے لیے جگہ کرو,tum bh ban ke rsta mere liye jagah karo
اپنا غم لے کے کہیں اور نہ جایا جائے,apn ham le ke kah aur na jaay jaae
گھر میں بکھری ہوئی چیزوں کو سجایا جائے,ghar me bikhr hu chzo ko sajy jaae
جن چراغوں کو ہواؤں کا کوئی خوف نہیں,jin charho ko havo k ko hauf nah
ان چراغوں کو ہواؤں سے بچایا جائے,un charho ko havo se bachy jaae
خود کشی کرنے کی ہمت نہیں ہوتی سب میں,hudkush karne k himmat nah hot sab me
اور کچھ دن ابھی اوروں کو ستایا جائے,aur kuchh din abh auro ko saty jaae
باغ میں جانے کے آداب ہوا کرتے ہیں,baah me jaane ke db hu karte hai
کسی تتلی کو نہ پھولوں سے اڑایا جائے,kis titl ko na phlo se uy jaae
کیا ہوا شہر کو کچھ بھی تو دکھائی دے کہیں,ky hu shahr ko kuchh bh to dikh de kah
یوں کیا جائے کبھی خود کو رلایا جائے,yuu kiy jaae kabh hud ko ruly jaae
گھر سے مسجد ہے بہت دور چلو یوں کر لیں,ghar se masjid hai bahut duur chalo yuu kar le
کسی روتے ہوئے بچے کو ہنسایا جائے,kis rote hue bachche ko hasy jaae
اپنی مرضی سے کہاں اپنے سفر کے ہم ہیں,apn marz se kah apne safar ke ham hai
رخ ہواؤں کا جدھر کا ہے ادھر کے ہم ہیں,ruh havo k jidhar k hai udhar ke ham hai
پہلے ہر چیز تھی اپنی مگر اب لگتا ہے,pahle har chiiz th apn magar ab lagt hai
اپنے ہی گھر میں کسی دوسرے گھر کے ہم ہیں,apne h ghar me kis dsre ghar ke ham hai
وقت کے ساتھ ہے مٹی کا سفر صدیوں سے,vaqt ke saath hai mit k safar sadiyo se
کس کو معلوم کہاں کے ہیں کدھر کے ہم ہیں,kis ko mlm kah ke hai kidhar ke ham hai
چلتے رہتے ہیں کہ چلنا ہے مسافر کا نصیب,chalte rahte hai ki chaln hai musfir k nasb
سوچتے رہتے ہیں کس راہ گزر کے ہم ہیں,sochte rahte hai kis rhguzar ke ham hai
ہم وہاں ہیں جہاں کچھ بھی نہیں رستہ نہ دیار,ham vah hai jah kuchh bh nah rasta na dayr
اپنے ہی کھوئے ہوئے شام و سحر کے ہم ہیں,apne h khoe hue shaam o sahar ke ham hai
گنتیوں میں ہی گنے جاتے ہیں ہر دور میں ہم,gintiyo me h gine jaate hai har daur me ham
ہر قلم کار کی بے نام خبر کے ہم ہیں,har qalamkr k benm habar ke ham hai
بے نام سا یہ درد ٹھہر کیوں نہیں جاتا,benm s ye dard thahar kyuu nah jaat
جو بیت گیا ہے وہ گزر کیوں نہیں جاتا,jo biit gay hai vo guzar kyuu nah jaat
سب کچھ تو ہے کیا ڈھونڈھتی رہتی ہیں نگاہیں,sab kuchh to hai ky dhdht raht hai nighe
کیا بات ہے میں وقت پے گھر کیوں نہیں جاتا,ky baat hai mai vaqt pe ghar kyuu nah jaat
وہ ایک ہی چہرہ تو نہیں سارے جہاں میں,vo ek h chehra to nah saare jah me
جو دور ہے وہ دل سے اتر کیوں نہیں جاتا,jo duur hai vo dil se utar kyuu nah jaat
میں اپنی ہی الجھی ہوئی راہوں کا تماشہ,mai apn h uljh hu rho k tamsha
جاتے ہیں جدھر سب میں ادھر کیوں نہیں جاتا,jaate hai jidhar sab mai udhar kyuu nah jaat
وہ خواب جو برسوں سے نہ چہرہ نہ بدن ہے,vo hvb jo barso se na chehra na badan hai
وہ خواب ہواؤں میں بکھر کیوں نہیں جاتا,vo hvb havo me bikhar kyuu nah jaat
بیسن کی سوندھی روٹی پر کھٹی چٹنی جیسی ماں,besan k saudh rot par khatt chatn jais maa
یاد آتی ہے چوکا باسن چمٹا پھکنی جیسی ماں,yaad aat hai chauk bsan chimt phukn jais maa
بانس کی کھری کھاٹ کے اوپر ہر آہٹ پر کان دھرے,baas k kharr khaat ke uupar har aahat par kaan dhare
