Urdu,Roman_Urdu
رات مہکی ہے مگر جی ہے نڈھال ایسے میں,raat mahk hai magar j hai nidhl aise me
باور آیا ہمیں پانی کا ہوا ہو جانا,bvar aay hame paan k hav ho jaan
خود ہی مثال لالۂ صحرا لہو لہو,hud h mislellaesahr lah lah
رہا خراب محبت ہی وہ جسے تو نے,rah harbemohabbat h vo jise t ne
عشق میں اپنے کو دیوانہ سمجھ بیٹھے تھے ہم,ishq me apne ko dvna samajh baithe the ham
ترے کوچے میں جو جاتا ہے آگے ہم بھی ہوتے ہیں,tire kche me jo jaat hai aage ham bh hote hai
حجاب اکسیر ہے آوارۂ کوئے محبت کو,hijb iksr hai vraekemohabbat ko
ہو نگہ مثل گل شمع پریشاں مجھ سے,ho nigah mislegulesham paresh mujh se
اس قدر مسلسل تھیں شدتیں جدائی کی,is qadar musalsal thii shiddate jud k
اب احتیاط کی دیوار کیا اٹھاتے ہو,ab ehtiyt k dvr ky uthte ho
سر دادگان عشق و محبت کی کیا کمی,sarddgneishqomohabbat k ky kam
ساتھ تیرا نہ کچھ بدل پایا,saath ter na kuchh badal paay
مقیم کون ہوا ہے مقام کس کا تھا,muqm kaun hu hai maqm kis k th
سفیدی دیدۂ یعقوب کی پھرتی ہے زنداں پر,safed ddaeyqb k phirt hai zind par
ستارے زیر قدم رات آئے ہیں کیا کیا,sitre zereqadam raat aae hai ky ky
شوخئ حسن کرشہ ساز کی باتیں کرو,shohehusnekarishmasz k bte karo
میں گیا وقت نہیں ہوں کہ پھر آ بھی نہ سکوں,mai gay vaqt nah huu ki phir aa bh na sak
دھوئے دھبے جامۂ احرام کے,dhoe dhabbe jmaeehrm ke
ہر ایک عضو میں بہتا ہے ریت کا دریا,har ek uzv me baht hai ret k dariy
بول کر ہم نے منہ کی کھائی آج,bol kar ham ne muh k khaa aaj
خوب آزادئ صحافت ہے,huub zdesahfat hai
عشق بے باک کو دعوے تھے بہت خلوت میں,ishqebebk ko daave the bahut halvat me
جادو ہیں ترے نین غزالاں سوں کہوں گا,jaad hai tire nain hazl suu kahg
ٹوٹ کر دل اسی سے ملتا ہے,tuut kar dil us se milt hai
اور تو ہے کہ سدا آئینہ خانے مانگے,aur t hai ki sad nahne mge
مری طرح اپنے آپ کو سوگوار کرنا,mir tarah apne aap ko sogvr karn
مل جائے نجات عشق کو اس در بدری سے,mil jaae najt ishq ko is darbadar se
صحبت رنداں سے بچنا چاہئے,sohbaterind se bachn chhiye
جس طرح جلوۂ فردوس ہواؤں سے چھنے,jis tarah jalvaefirdos havo se chhine
بیداد گروں کی بستی ہے یاں داد کہاں خیرات کہاں,beddgaro k bast hai yaa daad kah hairt kah
کیا بیم اہل درد کو سختیٔ راہ کا,ky biim ahledard ko sahterh k
برق نے مجھ کو کر دیا روشن,barq ne mujh ko kar diy raushan
کہ غم سے بردباری جا رہی ہے,ki ham se burdbr j rah hai
آدھی سوئی آدھی جاگی تھکی دوپہری جیسی ماں,aadh so aadh jaag thak dopahr jais maa
زندگی اب تو اک تمنا دے,zindag ab to ik tamann de
ہیں چراغان شبستان دل پروانہ ہم,hai charhneshabistnedileparvna ham
اب یہ سوچوں تو بھنور ذہن میں پڑ جاتے ہیں,ab ye soch to bhavar zehn me pa jaate hai
تری جدائی میں کس طرح صبر آ جاتا,tir jud me kis tarah sabr aa jaat
رموز بے خودی بدلے تقاضائے خودی بدلا,rumzebehud badle taqzehud badl
لوگ کہتے ہیں اک کہانی بھی,log kahte hai ik kahn bh
ہر زباں پر ہے مثل شانہ مدام,har zab par hai misleshna mudm
روح کیا جانے کدھر جاتی ہے کیا ہوتی ہے,ruuh ky jaane kidhar jaat hai ky hot hai
شرر بھی صید دام رشتۂ رگ ہاۓ خارا ہے,sharar bh saidedmerishtaeraghehr hai
عشق کیجے پھر سمجھئے زندگی کیا چیز ہے,ishq kiije phir samjhiye zindag ky chiiz hai
تم کو پیار آئے نہ آئے مجھ کو پیار آ ہی گیا,tum ko pyaar aae na aae mujh ko pyaar aa h gay
کچھ سنیں ہم بھی تو اے عشق ارادہ کیا ہے,kuchh sune ham bh to ai ishq irda ky hai
غم جہاں ہو رخ یار ہو کہ دست عدو,hamejah ho ruheyr ho ki dastead
حق تو یوں ہے کہ حق ادا نہ ہوا,haq to yuu hai ki haq ad na hu
سوچتی ہو تو سوچتی ہو کیا,socht ho to socht ho ky
ہم تو اپنے مکاں کے تھے ہی نہیں,ham to apne mak ke the h nah
پی کے بیراگ کی اداسی سوں,p ke bairg k uds suu
یہ سہوں میں کہ وہ سہوں صاحب,ye sah mai ki vo sah shab
دور جب پاسبان سے نکلا,duur jab psbn se nikl
آنکھوں میں نمی سی ہے چپ چپ سے وہ بیٹھے ہیں,kho me nam s hai chup chup se vo baithe hai
اے ولیؔ تجربے سوں پایا ہوں,ai val tajrabe suu paay huu
نہ ہو تو مرد مسلماں بھی کافر و زندیق,na ho to mardemusalm bh kfir o zindq
قربتیں ریت کی دیوار ہیں گر سکتی ہیں,qurbate ret k dvr hai gir sakt hai
اپنے سے کر نہ غیر سے وحشت ہی کیوں نہ ہو,apne se kar na hair se vahshat h kyuu na ho
پھرے راہ سے وہ یہاں آتے آتے,phire raah se vo yah aate aate
یہ دور وہ ہے کہ جینا بھی اک ہنر سا لگے,ye daur vo hai ki jiin bh ik hunar s lage
آرزو ہے وفا کرے کوئی,aarz hai vaf kare ko
گو ہاتھ کو جنبش نہیں آنکھوں میں تو دم ہے,go haath ko jumbish nah kho me to dam hai
ضعف جنوں کو وقت تپش در بھی دور تھا,zofejun ko vaqtetapish dar bh duur th
جو دلوں کو فتح کر لے وہی فاتح زمانہ,jo dilo ko fath kar le vah ftehezamna
فرازؔ اب ذرا لہجہ بدل کے دیکھتے ہیں,farz ab zar lahja badal ke dekhte hai
تا مری جاں تو کہیں خلق میں بدنام نہ ہو,t mir jaa t kah halq me badnm na ho
شق ہو گیا ہے سینہ خوشا لذت فراغ,shaq ho gay hai siina hush lazzatefarh
فروغ طالع خاشاک ہے موقوف گلخن پر,farohetlaehshk hai mauqf gulhan par
وہ جو کہے پڑھا کرو جو نہ کہے سنا کرو,vo jo kahe pah karo jo na kahe sun karo
در خور قہر و غضب جب کوئی ہم سا نہ ہوا,darhureqahrohazab jab ko ham s na hu
شانہ ساں مو بہ زباں خامۂ مانی مانگے,shnas mbazab hmaemn mge
مرے مضمون سوز دل سے خط سب جل گیا میرا,mire mazmnesozedil se hat sab jal gay mer
آپ اپنا جواب ہونا تھا,aap apn javb hon th
شام بھی ہو گئی دھندلا گئیں آنکھیں بھی مری,shaam bh ho ga dhundl gaii khe bh mir
آدمی میں آدمیت ہے چلو یوں ہی سہی,aadm me damiyyat hai chalo yuu h sah
یہ کس کافر ادا کا غمزۂ خوں ریز ہے ساقی,ye kis kfirad k hamzaehrez hai saaq
آہ سحر نے سوزش دل کو مٹا دیا,hesahar ne sozishedil ko mit diy
اک شیرہ خانے کی ہے دیوار میرے گھر میں,ik shrahne k hai dvr mere ghar me
دھواں بھرا ہے یہاں تو سبھی کی آنکھوں میں,dhu bhar hai yah to sabh k kho me
حسن کا رنگ سیاست مجھے معلوم نہ تھا,husn k ragesiysat mujhe maalm na th
کس کی آہٹ سنتا ہوں ویرانے میں,kis k aahat sunt huu vrne me
سنا ہے اس کے لبوں سے گلاب جلتے ہیں,sun hai us ke labo se gulb jalte hai
غم ابھی سویا ہے جگائے کون,ham abh soy hai jage kaun
عزم اس کے وصل کا ہے اے ولیؔ,azm us ke vasl k hai ai val
میں دشمنوں میں ہوں کہ ترے دوستوں میں ہوں,mai dushmano me huu ki tire dosto me huu
بسکہ دوڑے ہے رگ تاک میں خوں ہو ہو کر,baski daue hai ragetk me huu ho ho kar
دن کی چادر ابھی اتاری ہے,din k chdar abh utr hai
سہل ہو کر ہوئی دشوار محبت تیری,sahl ho kar hui dushvr mohabbat ter
لاکھ تلواریں بڑھی آتی ہوں گردن کی طرف,laakh talvre bah aat ho gardan k taraf
اب تک مری یادوں سے مٹائے نہیں مٹتا,ab tak mir ydo se mite nah mitt
جانے سے پہلے رخت سفر جانا چاہیے,jaane se pahle rahtesafar jaan chhiye
رہتا نہیں ہے کچھ بھی یہاں ایک سا سدا,raht nah hai kuchh bh yah ek s sad
کھلتے ہیں غلاموں پر اسرار شہنشاہی,khulte hai hulmo par asrreshahanshh
رنگ و خوشبو کے حسن و خوبی کے,ragohushb ke husnohb ke
دشمنی اپنی تھی میری دوست داری ہائے ہائے,dushman apn th mer dostdr haae haae
مسئلہ جب بھی چراغوں کا اٹھا,masala jab bh charho k uth
ایک نظر میں کئی زمانے دیکھے تو,ek nazar me ka zamne dekhe to
سب تمہاری ہی مہربانی ہے,sab tumhr h mehrbn hai
خوشبو کے لئے رکوں کہاں تک,hushb ke liye ruk kah tak
فن جو نادار تک نہیں پہنچا,fan jo ndr tak nah pahuch
مری آنکھوں میں آنسو آ رہے ہیں,mir kho me aas aa rahe hai
میری نظر نے آج خطا کے مقام سے,mer nazar ne aaj hat ke maqm se
اب خشک مزاج آنکھیں بھی ہوئیں دل نے بھی مچلنا چھوڑ دیا,ab hushkmizj hke bh huii dil ne bh machaln chho diy
کہتا ہے کون نالۂ بلبل کو بے اثر,kaht hai kaun nlaebulbul ko beasar
فکر ہم کو کلی کلی کی ہے,fikr ham ko kal kal k hai
صنم تیرے نین کی آرزو میں,sanam tere nayan k aarz me
بے طاقتی میں اس کی نشانی کوں دیکھ توں,betqat me us k nishn kuu dekh tuu
بھیڑ میں اس کو دیکھ کے اچھا لگتا ہے,bhii me us ko dekh ke achchh lagt hai
میں اپنے حصے کے سکھ جس کے نام کر ڈالوں,mai apne hisse ke sukh jis ke naam kar dl
پیش نظر ہے آئنہ دایم نقاب میں,peshenazar hai aaina daaim naqb me
تجھ سے تو کچھ کلام نہیں لیکن اے ندیم,tujh se to kuchh kalm nah lekin ai nadm
ناگنی جیوں کنوے پہ پیاسی ہے,ngan jyuu kve pe pys hai
جس پر آئی تھی طبیعت کی اسی نے کچھ نہ قدر,jis par aa th tabat k us ne kuchh na qadr
ترے مکھ کے چمن کے دیکھنے سوں,tire mukh ke chaman ke dekhne suu
کل بتا دے گی خزاں یہ کہ وطن کس کا ہے,kal bat deg hiz ye ki vatan kis k hai
یہ میرا گریباں ہے کہ لشکر کا علم ہے,ye mer gareb hai ki lashkar k alam hai
رویا ہوں تو اپنے دوستوں میں,roy huu to apne dosto me
ملے گر مجھ کو ملک خسروی اور تاج کاؤسی,mile gar mujh ko mulkehusrav aur tjeks
کیا خبر تھی جو مری جاں میں گھلا ہے اتنا,ky habar th jo mir jaa me ghul hai itn
رونے کو اپنے حال پہ تنہائی ہے بہت,rone ko apne haal pe tanh hai bahut
ایک اک کر کے انہیں بیچا کیا,ek ik kar ke unhe bech kiy
کہیں اس عالم بے رنگ و بو میں بھی طلب میری,kah is lameberagob me bh talab mer
کہا اس کی اجازت ہی نہیں پھر نوحہ گر کیا ہو,kah is k ijzat h nah phir nauhagar ky ho
دیے کے گرد کوئی عکس چل رہا ہے میاں,diye ke gird ko aks chal rah hai miy
کوئی سورج مرے سینے میں ابھرتا ہی رہا,ko sraj mire siine me ubhart h rah
پختہ ہوتی ہے اگر مصلحت اندیش ہو عقل,puhta hot hai agar maslahatandesh ho aql
یہ تیر دل میں مگر بے سبب نہیں اترا,ye tiir dil me magar besabab nah utr
منتظر ہیں دم رخصت کہ یہ مر جائے تو جائیں,muntazir hai dameruhsat ki ye mar jaae to jaae
پورا دکھ اور آدھا چاند,puur dukh aur aadh chd
آنے والوں سے کیا مطلب آتے ہیں آتے ہوں گے,aane vlo se ky matlab aate hai aate hoge
آرزو کی آرزو ہونے لگی,aarz k aarz hone lag
میرؔ کو میرؔ ہی سے خطرہ ہے,mr ko mr h se hatra hai
مجھے سوتے میں بھی وہ حسن سے غافل نہیں ملتا,mujhe sote me bh vo husn se hfil nah milt
کیا بنے بات جہاں بات بنائے نہ بنے,ky bane baat jah baat bane na bane
ہوں شمع کشتہ در خور محفل نہیں رہا,huu shamekushta darhuremahfil nah rah
کہ تار جادہ بھی کہسار کو زنار مینا ہو,ki trejda bh kohsr ko zunnremn ho
صبح عاشق کوں شام کرتے ہیں,subheshiq kuu shaam karte hai
میں نے الفاظ تو بیجوں کی طرح چھانٹ دیئے,mai ne alfz to bjo k tarah chht diye
اب تیری ضرورت بھی بہت کم ہے مری جاں,ab ter zarrat bh bahut kam hai mir jaa
اٹھا کر نظر سوئے در دیکھ لینا,uth kar nazar sedar dekh len
ان سے ہوتا نہیں عمل شاید,un se hot nah amal shyad
ابھی تو تلخیٔ کام و دہن کی آزمائش ہے,abh to talhekmodahan k zmish hai
شعر لکھتے رہو سچا کر کے,sher likhte raho sachch kar ke
آئینہ ہوں شکستن طرف کلاہ کا,na huu shikastanetarfekulh k
یہ شخص تو کب کا مر چکا ہے تو بے کفن پھر یہ لاش کیوں ہے,ye shahs to kab k mar chuk hai to bekafan phir ye laash kyuu hai
بے خود اضطراب ہونا تھا,behudeiztirb hon th
غنیمت جان جو دم گزرے کیفیت سے گلشن میں,hanmat jaan jo dam guzre kaifiyat se gulshan me
بعد مدت کے تمنا مری بر آئی ہے,baad muddat ke tamann mir bar aa hai
پھول اتنے بڑھ آئے کھڑکیاں نہیں کھلتیں,phuul itne bah aae khikiy nah khult
نہ پوچھ نسخۂ مرہم جراحت دل کا,na pchh nushaemarham jarhatedil k
علیؔ ولی اسداللہ جانشین نبی ہے,al val asadullh jnashnenab hai
اب جان ہے سو اپنے لیے خود عذاب ہے,ab jaan hai so apne liye hud azaab hai
نہ دی ہوتی خدایا آرزوئے دوست دشمن کو,na d hot hudy rzedost dushman ko
سنائیؔ کے ادب سے میں نے غواصی نہ کی ورنہ,san ke adab se mai ne havvs na k varna
یہاں سویرے جو تازگی تھی وہ تازگی اب کہیں نہیں ہے,yah savere jo tzg th vo tzg ab kah nah hai
کیسا جوشؔ اور کس کا جگرؔ خاموش رہو,kais josh aur kis k jigar hmosh raho
کوئی بچہ اب اپنے باپ کے اوپر نہیں جاتا,ko bachcha ab apne baap ke uupar nah jaat
الاماں ہر زبان سے نکلا,alam har zabn se nikl
ہاتھ جس طرح سے آتا ہے گریباں کی طرف,haath jis tarah se aat hai gareb k taraf
بنا پیروں کے سر چلتے نہیں ہیں,bin pairo ke sar chalte nah hai
وقت پہنچا مری رسوائی کا,vaqt pahuch mir rusv k
ہستی مری سیراب ہے آنکھوں کی نمی سے,hast mir sairb hai kho k nam se
دودھ سے کس طرح جلے ہیں ہم,duudh se kis tarah jale hai ham
غم عشاق نہ ہو سادگی آموز بتاں,hameushshq na ho sdgmozebut
اور بازار سے لے آئے اگر ٹوٹ گیا,aur bzr se le aae agar tuut gay
ابھی اس بحر میں باقی ہیں لاکھوں لولوئے لالا,abh is bahr me baaq hai lkho lluell
رہتا جو یونہی راز اسے پا تو گئے ہم,raht jo yh raaz use p to gae ham
ہر شخص سے بے نیاز ہو جا,har shahs se beniyz ho j
دنیا سے کیا بخیل بجز رنج لے چلا,duniy se ky bahl bajuz raj le chal
دیکھوں اب مر گئے پر کون اٹھاتا ہے مجھے,dekh ab mar gae par kaun utht hai mujhe
نے اسدؔ جفا سائل نے ستم جنوں مائل,ne asad jafsil ne sitam junmil
لطف خرام ساقی و ذوق صدائے چنگ,luftehiramesq o zauqesadechang
سزا بھی پائی نہیں اور معاف بھی نہ ہوا,saz bh paa nah aur muaaf bh na hu
تو نے ہی سکھائی تھی مجھ کو یہ غزل خوانی,t ne h sikh th mujh ko ye hazalhvn
کہیں چہرہ کہیں آنکھیں کہیں لب,kah chehra kah khe kah lab
